abalone.csv,0,0.666666667,1.00E-04,0,0.160287081,1795.285714
abalone.csv,0,1,1.00E-04,0,0.167464115,1797.928571
abalone.csv,0,1.333333333,1.00E-04,0,0.16507177,1878.714286
abalone.csv,0,1.666666667,1.00E-04,0,0.162679426,1828.714286
abalone.csv,0,2,1.00E-04,0,0.16507177,1824.428571
abalone.csv,0,2.333333333,1.00E-04,0,0.162679426,1769.428571
abalone.csv,0,0.666666667,0.001,0,0.181818182,1565.857143
abalone.csv,0,1,0.001,0,0.184210526,1536.571429
abalone.csv,0,1.333333333,0.001,0,0.179425837,1493.714286
abalone.csv,0,1.666666667,0.001,0,0.179425837,1536.571429
abalone.csv,0,2,0.001,0,0.186602871,1545.071429
abalone.csv,0,2.333333333,0.001,0,0.181818182,1487.928571
abalone.csv,0,0.666666667,0.01,0,0.21291866,643.2142857
abalone.csv,0,1,0.01,0,0.210526316,643.7142857
abalone.csv,0,1.333333333,0.01,0,0.210526316,664.7142857
abalone.csv,0,1.666666667,0.01,0,0.208133971,679
abalone.csv,0,2,0.01,0,0.210526316,693.5
abalone.csv,0,2.333333333,0.01,0,0.210526316,707.7857143
abalone.csv,0,0.666666667,0.1,0,0.265550239,304.7142857
abalone.csv,0,1,0.1,0,0.265550239,298.0714286
abalone.csv,0,1.333333333,0.1,0,0.265550239,301.9285714
abalone.csv,0,1.666666667,0.1,0,0.267942584,295.2857143
abalone.csv,0,2,0.1,0,0.272727273,302.0714286
abalone.csv,0,2.333333333,0.1,0,0.267942584,298.3571429
abalone.csv,0,0.666666667,0.2,0,0.267942584,271.2857143
abalone.csv,0,1,0.2,0,0.279904306,255.0714286
abalone.csv,0,1.333333333,0.2,0,0.277511962,272.8571429
abalone.csv,0,1.666666667,0.2,0,0.277511962,289.6428571
abalone.csv,0,2,0.2,0,0.277511962,291.9285714
abalone.csv,0,2.333333333,0.2,0,0.270334928,283.2142857
abalone.csv,0,0.666666667,0.3,0,0.275119617,244.7857143
abalone.csv,0,1,0.3,0,0.272727273,241.7142857
abalone.csv,0,1.333333333,0.3,0,0.267942584,271.2857143
abalone.csv,0,1.666666667,0.3,0,0.277511962,247.5714286
abalone.csv,0,2,0.3,0,0.279904306,242.5714286
abalone.csv,0,2.333333333,0.3,0,0.265550239,264
abalone.csv,0,0.666666667,0.4,0,0.272727273,245.5
abalone.csv,0,1,0.4,0,0.282296651,222.7857143
abalone.csv,0,1.333333333,0.4,0,0.282296651,235.9285714
abalone.csv,0,1.666666667,0.4,0,0.275119617,253.9285714
abalone.csv,0,2,0.4,0,0.284688995,223.8571429
abalone.csv,0,2.333333333,0.4,0,0.279904306,226.5714286
abalone.csv,0,0.666666667,0.5,0,0.272727273,217.7142857
abalone.csv,0,1,0.5,0,0.265550239,248.8571429
abalone.csv,0,1.333333333,0.5,0,0.284688995,214.2142857
abalone.csv,0,1.666666667,0.5,0,0.282296651,219.0714286
abalone.csv,0,2,0.5,0,0.270334928,221.7142857
abalone.csv,0,2.333333333,0.5,0,0.272727273,205.2142857
abalone.csv,0,0.666666667,0.75,0,0.28708134,201.4285714
abalone.csv,0,1,0.75,0,0.272727273,193.7142857
abalone.csv,0,1.333333333,0.75,0,0.282296651,198.1428571
abalone.csv,0,1.666666667,0.75,0,0.277511962,210.2142857
abalone.csv,0,2,0.75,0,0.28708134,200.7142857
abalone.csv,0,2.333333333,0.75,0,0.284688995,208.0714286
abalone.csv,0,0.666666667,1,0,0.279904306,207
abalone.csv,0,1,1,0,0.277511962,201
abalone.csv,0,1.333333333,1,0,0.272727273,212.5
abalone.csv,0,1.666666667,1,0,0.272727273,220.4285714
abalone.csv,0,2,1,0,0.277511962,201.5714286
abalone.csv,0,2.333333333,1,0,0.267942584,236.2857143
abalone.csv,0,0.666666667,2,0,0.255980861,238.4285714
abalone.csv,0,1,2,0,0.270334928,181.8571429
abalone.csv,0,1.333333333,2,0,0.258373206,225.0714286
abalone.csv,0,1.666666667,2,0,0.251196172,216.9285714
abalone.csv,0,2,2,0,0.258373206,209.2857143
abalone.csv,0,2.333333333,2,0,0.267942584,189.0714286
abalone.csv,0,0.666666667,5,0,0.248803828,191.9285714
abalone.csv,0,1,5,0,0.236842105,289.9285714
abalone.csv,0,1.333333333,5,0,0.244019139,198.3571429
abalone.csv,0,1.666666667,5,0,0.26076555,167.1428571
abalone.csv,0,2,5,0,0.253588517,227.6428571
abalone.csv,0,2.333333333,5,0,0.241626794,233.6428571
abalone.csv,1,0.666666667,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,1,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,1.333333333,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,1.666666667,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,2,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,2.333333333,1.00E-04,0,0.167464115,4810.428571
abalone.csv,1,0.666666667,0.001,0,0.167464115,4810.428571
abalone.csv,1,1,0.001,0,0.167464115,4810.428571
abalone.csv,1,1.333333333,0.001,0,0.167464115,4810.428571
abalone.csv,1,1.666666667,0.001,0,0.167464115,4810.428571
abalone.csv,1,2,0.001,0,0.167464115,4810.428571
abalone.csv,1,2.333333333,0.001,0,0.167464115,4810.428571
abalone.csv,1,0.666666667,0.01,0,0.167464115,4810.428571
abalone.csv,1,1,0.01,0,0.167464115,4810.428571
abalone.csv,1,1.333333333,0.01,0,0.167464115,4810.428571
